2019-03-10,-0.5173
2019-03-11,-0.5607
2019-03-12,-0.6043
2019-03-13,-0.7329
2019-03-14,-0.8747
2019-03-15,-0.5721
2019-03-16,-0.1777
2019-03-17,-0.1767
2019-03-18,-0.4058
2019-03-19,-0.6096
2019-03-20,-0.6295
2019-03-21,-0.5378
2019-03-22,-0.5817
2019-03-23,-0.4684
2019-03-24,-0.1123
2019-03-25,-0.6906
2019-03-26,-0.8314
2019-03-27,-0.808
2019-03-28,-0.8524
2019-03-29,-0.3507
2019-03-30,-0.0672
2019-03-31,0.0389
2019-04-01,-0.3428
2019-04-02,-0.5127
2019-04-03,-0.3031
2019-04-04,-0.4659
2019-04-05,-0.0752
2019-04-06,-0.0961
2019-04-07,0.0862
2019-04-08,-0.6002
2019-04-09,-0.5029
2019-04-10,-0.5546
2019-04-11,-0.7627
2019-04-12,-0.5903
2019-04-13,0.1012
2019-04-14,-0.048
2019-04-15,-0.9291
2019-04-16,-0.602
2019-04-17,-0.5541
2019-04-18,-0.7722
2019-04-19,-0.6511
2019-04-20,-0.1742
2019-04-21,-0.1625
2019-04-22,-0.846
2019-04-23,-0.8313
2019-04-24,-0.7996
2019-04-25,-0.975
2019-04-26,-0.8453
2019-04-27,-0.585
2019-04-28,-0.2981
2019-04-29,-0.8782
2019-04-30,-0.8031
2019-05-01,-0.5011
2019-05-02,-0.3672
2019-05-03,-0.1786
2019-05-04,-0.3402
2019-05-05,-0.278
2019-05-06,-1.0934
2019-05-07,-0.891
2019-05-08,-0.9036
2019-05-09,-0.9751
2019-05-10,-0.6714
2019-05-11,-0.3436
2019-05-12,-0.3849
2019-05-13,-0.6544
2019-05-14,-0.5772
2019-05-15,-0.6011
2019-05-16,-0.5261
2019-05-17,-0.9582
2019-05-18,-0.6711
2019-05-19,-0.2768
2019-05-20,-0.7709
2019-05-21,-0.5716
2019-05-22,-0.7509
2019-05-23,-0.9894
2019-05-24,-0.8765
2019-05-25,-0.4859
2019-05-26,-0.4942
2019-05-27,-0.6959
2019-05-28,-0.6223
2019-05-29,-0.6204
2019-05-30,-0.7378
2019-05-31,-0.6596
2019-06-01,-0.2841
2019-06-02,-0.2933
